segment,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click
t̪ˠʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,-,+,0,0,0,-,-,+,-,-,-,-,-
t̠ʃˠ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,+,+,-,-,+,0,0,0,-,-,-,-,-,-,-,-
ʕ̰,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,+,0,0,0,+,-,-,+,-,-,-,-
ɗ̠,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,+,-
ɡǃǃ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,+
ɪ̝,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,-,-,-,+,-,-,-,0,-,-,0
nɬ,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-","-,+",-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,"+,-",-,-,-,-,-,-,-
nɮ,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-","-,+",-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ŋ̥ǂ͓ˡʰ,0,-,-,-,-,+,-,-,+,-,-,-,+,"-,+",-,0,0,+,-,+,-,+,+,-,-,-,0,0,0,-,-,+,-,-,-,-,+
nɦ,0,-,-,-,-,"+,-","+,-","-,+",+,-,-,-,"+,-",-,-,0,0,"+,-",+,-,-,-,0,0,0,0,0,0,0,+,-,"-,+",-,-,-,-,-
nɾ,0,-,-,-,-,+,+,"-,+",0,"-,+","-,+",-,"+,-",-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɪ̆,0,-,+,+,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,-,-,-,+,-,-,-,0,-,-,0
mbː,0,-,-,-,+,+,"+,-",-,-,-,-,-,"+,-",-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ˀʃʷ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,+,-,-,-,-
ˀj̰,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,+,-,-,-,-
ɡ̤ǂ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,-,-,0,0,0,+,-,+,-,-,-,-,+
ɡ̤ǀ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,-,-,0,0,0,+,-,+,-,-,-,-,+
ŋ̥ǂ͓ˡˀ,0,-,-,-,-,+,-,-,+,-,-,-,+,"-,+",-,0,0,+,-,+,-,+,+,-,-,-,0,0,0,-,-,-,+,-,-,-,+
kǃʰʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,-,-,-,+,-,+,-,+
t̠ʃɾ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ɨ̰,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,+,-,-,+,-,-,+,0,-,-,0
cɕʼ,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,-,0,0,+,"-,+",+,"-,+",+,+,-,+,-,0,0,0,-,-,-,+,-,+,-,-
ɮ̪ʲ,0,-,-,-,-,+,-,+,+,-,-,-,-,+,-,0,0,+,+,+,-,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
ɡ͈ː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,+,-,-,-
ŋɡː,0,-,-,-,+,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
ɡǂ͓ˡx,0,-,-,-,-,+,-,-,+,-,-,-,-,"-,+",-,0,0,+,-,+,-,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,+
wʱ,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,0,0,+,-,+,-,-,-,-,-
θ̰,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,-,-,-,+,-,-,-,-
wʼ,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,0,0,+,-,-,+,-,+,-,-
n̠t̠ʃʰ,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
t͈sʷ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,-,-,+,-,-,-
ɨ̥,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,+,-,-,-,-,+,-,0,-,-,0
ɑ̈ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,-,0,-,-,0
ɨ̜,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,+,-,-,+,-,-,-,0,-,-,0
ai̯,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-","-,+",-,+,-,-,+,-,-,-,0,-,-,0
n̤s,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,-,0,0,+,+,-,"-,+",-,0,0,0,0,0,0,0,"+,-",-,+,-,-,-,-,-
wˤ,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,+,-,+,-,-,-,-,-,-,-
t͈s,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,-,-,+,-,-,-
t̪s̪ˀ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,0,0,-,-,-,+,-,-,-,-
ʰts,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
ã̟ĩ,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,"-,+","+,-",+,-,+,-,-,+,-,-,-,0,-,-,0
ɛ̰̃,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,-,+,-,-,-,-,+,-,-,+,0,-,-,0
w˞,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,+,+,+,+,+,+,-,-,+,+,0,0,+,-,-,-,-,-,-,-
tsʰʷ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
ɾ̪ˠ,0,-,-,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,+,+,-,+,+,-,-,+,0,0,0,+,-,-,-,-,-,-,-
i̤a̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-","-,+","+,-",-,+,-,-,+,-,+,-,0,-,-,0
i͓,0,-,+,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,-,-,0
i̤ɛ̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-",-,+,-,"+,-",-,-,+,-,+,-,0,-,-,0
˧˩̤,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,-,0,0,0,0
kǁʼʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,-,-,+,-,-,+,-,+
ɾ̪ʲ,0,-,-,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,+,+,-,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
pkʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"+,-",-,-,-,0,0,0,"-,+",+,-,-,-,0,0,0,-,-,+,-,-,-,-,-
ɡ̤ː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,+,-,-,-,-,-
ɑ̃õ,0,-,+,-,-,-,+,+,0,+,-,-,+,-,"-,+",+,-,-,0,0,0,+,-,"+,-",-,+,+,-,-,+,-,-,-,0,-,-,0
ɪi,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,"-,+",-,-,+,-,-,-,0,-,-,0
i̙,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,+,-,+,-,-,-,0,-,-,0
i̘,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,+,+,-,-,-,0,-,-,0
tsʰː,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
pʼkxʼ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
ɴɢǁqʰ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+
ŋmˤ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,"-,+",-,-,-,0,0,0,"+,-",+,-,-,-,0,+,-,+,-,-,-,-,-,-,-
d̩,0,-,+,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ʊ̈ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,-,0,-,-,0
d̺,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
mbz,0,-,-,-,-,+,"+,-,-","-,+","-,+",-,-,-,"+,-,-",-,"+,-",-,-,"-,+",+,-,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
õ̞ãˤ,0,-,+,-,-,-,+,+,0,+,-,-,+,-,"+,-",+,-,-,0,0,0,+,-,"-,+",-,"+,-",+,+,-,+,-,-,-,0,-,-,0
d̞,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
nð,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,-,0,0,+,+,"-,+",-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɡǃ̠,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,+
iʰ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,+,-,0,-,-,0
d̪l̪,0,-,-,-,-,+,"-,+","-,+",-,"-,+",-,-,-,"-,+",-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ŋmʲ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,"-,+",-,-,-,0,0,0,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
ˀw̰,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,0,0,+,-,-,+,-,-,-,-
d͈,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,+,-,-,-
ɒ̝,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,+,-,+,0,-,-,+,-,-,-,0,-,-,0
ɡ̰ǂ͓ˡx,0,-,-,-,-,+,-,-,+,-,-,-,-,"-,+",-,0,0,+,-,+,-,+,+,-,-,-,0,0,0,+,-,-,+,-,-,-,+
iʊ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,+,-,"+,-","-,+","+,-",-,-,+,-,-,-,0,-,-,0
iʌ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-",-,"+,-","-,+","+,-",-,-,+,-,-,-,0,-,-,0
qʼʷ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,+,-,+,-,-
iɨ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,"+,-",-,+,-,-,+,-,-,-,0,-,-,0
x̟ʲ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,+,0,0,0,-,-,-,-,-,-,-,-
ɔ̃ˤː,0,-,+,-,+,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,-,-,-,+,-,+,-,+,-,-,-,0,-,-,0
kʘx,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,+
ëː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,-,0,-,-,0
fʷː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,+,+,+,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ẅ,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,-,-,0,0,+,-,-,-,-,-,-,-
ɛ̰ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,-,-,-,+,-,-,+,0,-,-,0
ɛ̰ˑ,0,-,+,+,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,-,-,-,+,-,-,+,0,-,-,0
w̞,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,0,0,+,-,-,-,-,-,-,-
qχʷˤ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,0,-,0,0,0,+,-,-,-,+,0,+,-,-,-,-,-,-,-,-,-
d̠ʒ̤ː,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
b̤ː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
ɺ̠̰,0,-,-,-,-,+,+,+,0,+,+,-,-,+,-,0,0,+,-,+,-,-,0,0,0,0,0,0,0,+,-,-,+,-,-,-,-
t̻ʰː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
ŋɡ̟,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,-,0,0,0,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
lᶣ,0,-,-,-,-,+,+,+,0,+,-,-,-,+,+,+,0,+,+,-,-,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
o̤ˑ,0,-,+,+,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,+,-,0,-,-,0
ɨˑ,0,-,+,+,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,+,-,-,+,-,-,-,0,-,-,0
eˤ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,+,-,+,-,-,-,0,-,-,0
t͉s,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ɱvɾ,0,-,-,-,-,+,"+,-,+","-,+,+",+,"-,+","-,+",-,"+,-,-",-,"+,-",-,+,"-,+",+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
kǃ͓,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,+
x͈,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,+,-,-,-
eˀ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,+,0,-,-,0
æẽ̯,0,-,-,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,"+,-",+,-,+,-,-,+,-,-,-,0,-,-,0
χˤː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,+,-,-,-,-,-,-,-,-,-
x̥,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,+,-,-,-,-,-
ia̟,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-","-,+",+,-,+,-,-,+,-,-,-,0,-,-,0
ɣ̟ʲ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
kxʷʰ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,+,-,-,-,-,-
t̪ʼkxʼ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
ɡ̩ʷ,0,-,+,-,-,+,-,-,-,-,-,-,-,-,+,+,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
ɢǃ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,+
kǃ̪,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,+
ɣ͈ː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,+,-,-,-
ˀʍʲ,0,-,-,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,0,0,0,+,+,-,+,+,+,0,0,-,-,-,+,-,-,-,-
kǃǃʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,-,-,-,+,-,+,-,+
kǃǃʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,-,-,+,-,-,-,-,+
ɜi,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+",-,"-,+",-,"-,+",-,-,+,-,-,-,0,-,-,0
ow,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,-,+,+,-,-,+,-,-,-,-,-,-,-
ɴː,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,-
ˀc,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,+,-,-,-,-
mw,0,-,-,-,-,"+,-",+,"-,+",0,"-,+",-,-,"+,-",-,+,"-,+",-,-,0,0,0,"-,+",+,-,-,+,+,0,0,+,-,-,-,-,-,-,-
ɖ̰,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,-,+,-,-,-,-
mːʷˠ,0,-,-,-,+,+,+,-,0,-,-,-,+,-,+,+,-,-,0,0,0,+,+,-,-,+,0,0,0,+,-,-,-,-,-,-,-
eə,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,"+,-",-,"+,-",-,-,+,-,-,-,0,-,-,0
eɘ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,"+,-",-,+,-,-,+,-,-,-,0,-,-,0
çː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
mˤː,0,-,-,-,+,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
ɡǂkxʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,-,-,0,0,0,+,-,-,+,-,+,-,+
ʁ̞ʷ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,0,-,0,0,0,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,-
qʘʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,-,-,-,+,0,0,0,-,-,+,-,-,-,-,+
l̻ː,0,-,-,-,+,+,+,+,0,+,-,-,-,+,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
tɕʷ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,0,+,+,+,+,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
ɡǃʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,+,-,+,-,-,-,-,+
l̪ʷ,0,-,-,-,-,+,+,+,0,+,-,-,-,+,+,+,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
lʲʷ,0,-,-,-,-,+,+,+,0,+,-,-,-,+,+,+,0,+,+,-,-,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
l̻̰,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,+,-,-,-,-
j̥ʷ,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,0,-,0,0,0,+,+,-,+,-,+,0,0,-,-,+,-,-,-,-,-
ɖr̠͓,0,-,-,-,-,+,-,"-,+",+,-,-,"-,+",-,-,-,0,0,+,-,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɪa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-","-,+","+,-",-,-,-,-,+,-,-,-,0,-,-,0
ˀkp,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,+,-,-,-,-
dzʲ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
kʘʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,+,-,+,-,+
qʘʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,+,-,+,-,+
kʘʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,+,-,-,-,0,0,0,-,-,+,-,-,-,-,+
jeu̯,0,-,-,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"+,-,+",-,"+,-","-,+",+,-,-,+,-,-,-,-,-,-,-
a̤i̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-","-,+",-,+,-,-,+,-,+,-,0,-,-,0
ḛː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,+,0,-,-,0
ɪã,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,"+,-","-,+","+,-",-,-,-,-,+,-,-,-,0,-,-,0
t̠ːʃ,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
oʲ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,+,+,+,-,-,+,-,-,-,0,-,-,0
tʰʲ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,+,+,0,0,0,-,-,+,-,-,-,-,-
ç̟,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
tʰʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
ɡǀʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,-,-,0,0,0,+,-,+,-,-,-,-,+
f͈ː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,+,-,-,-
ɑu,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+","+,-",-,+,+,-,-,+,-,-,-,0,-,-,0
e̥,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,-,-,+,-,0,-,-,0
ɑe,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,"+,-","-,+","+,-",+,-,-,+,-,-,-,0,-,-,0
ɑo,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,-,"+,-",-,+,+,-,-,+,-,-,-,0,-,-,0
iɛː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-",-,+,-,"+,-",-,-,+,-,-,-,0,-,-,0
ɖɦ,0,-,-,-,-,"+,-",-,"-,+","-,+",-,-,-,-,-,-,0,0,"+,-",-,-,-,-,0,0,0,0,0,0,0,+,-,"-,+",-,-,-,-,-
o˞,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,+,+,+,+,+,-,-,-,+,+,-,-,+,-,-,-,0,-,-,0
st,0,-,-,-,-,+,-,"+,-","+,-",-,-,-,-,-,-,0,0,+,+,-,"+,-",-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
